Gene id	MeanTPM (G45A-OE)	MeanTPM (CON)	log2FoldChange	pValue	qValue	result
AFDN	19.779333	18.18816133	0.12099407	0.86586858	0.919333357	-
AFF1	7.141084667	4.430993333	0.688513067	1.07E-09	7.66E-09	-
AFF2	0.0001	0.0001	0	1	1	-
AFF3	0.0001	0.0001	0	1	1	-
AFF4	12.11688667	8.487518	0.513604424	0.001419351	0.004186139	-
AFG1L	2.946839333	4.232906	-0.522480047	0.000217743	0.000753864	-
AFG3L2	24.85617367	32.814862	-0.400745139	6.81E-13	6.89E-12	-
AFM	0.025457667	0.008887333	1.51827769	0.480307121	0.616704624	-
AFMID	3.726056	3.620847	0.041322141	0.504522811	0.637985233	-
AFP	0.324512	0.321497	0.013466553	0.882948518	0.930100999	-
AFTPH	30.214506	21.83590933	0.468538743	1.73E-06	8.26E-06	-
AGA	7.312623667	4.826298667	0.599471921	0.000493307	0.001594244	-
AGAP1	5.802565333	7.390017667	-0.348886952	7.27E-08	4.18E-07	-
AGAP2	2.673293333	1.722467333	0.634141527	0.002760404	0.00764948	-
AGAP3	30.65979433	34.557008	-0.172630293	0.002130713	0.006060687	-
AGBL1	0.0001	0.0001	0	1	1	-
AGBL2	7.478630667	5.684052667	0.395854215	0.018013386	0.041112783	-
AGBL3	2.175640333	1.450865333	0.584526459	0.001993142	0.005701752	-
AGBL4	0.580948333	0.091763	2.6624254	0.000816909	0.002530491	-
AGBL5	16.78136733	16.791997	-0.000913544	0.266265539	0.395163303	-
AGER	0.245483667	0.050151667	2.291257486	0.100908251	0.181514701	-
AGFG1	70.8924	53.41841	0.408293937	3.52E-11	2.98E-10	-
AGFG2	5.547933333	5.560470333	-0.003256467	0.543582454	0.672107309	-
AGGF1	3.604271	4.232764333	-0.231892677	0.002074645	0.005917123	-
AGK	7.456074333	11.68963033	-0.648741159	1.02E-09	7.36E-09	-
AGL	6.949491333	7.402193	-0.091045368	0.004545741	0.012054636	-
AGMAT	0.618979333	0.229127	1.433743767	0.05580619	0.109886296	-
AGMO	0.0001	0.0001	0	1	1	-
AGO1	3.699345	3.917803667	-0.082775249	0.092128004	0.167830084	-
AGO2	18.817294	29.321023	-0.639876262	8.05E-16	1.06E-14	-
AGO3	1.45722	1.046023	0.478304127	0.932813275	0.961348169	-
AGO4	2.557226	1.740687333	0.554922582	0.009029393	0.022312669	-
AGPAT1	48.67264267	50.46438233	-0.052154388	0.107996725	0.192141102	-
AGPAT2	82.15031467	92.874687	-0.177019342	0.001407261	0.004153701	-
AGPAT3	17.23445267	22.38984333	-0.377548951	3.38E-08	2.03E-07	-
AGPAT4	21.06506967	15.17810967	0.472860563	0.001204354	0.003613631	-
AGPAT5	31.719799	30.91845033	0.036915617	0.129702022	0.22338744	-
AGPS	17.59636967	27.17730033	-0.627124338	2.48E-07	1.33E-06	-
AGR2	0.769648	0.626286333	0.29737638	0.782007733	0.862628488	-
AGRN	171.6874083	62.95401133	1.447414023	3.29E-57	6.45E-55	up
AGRP	0.124792667	0.0001	10.28531744	0.028570233	0.061750242	-
AGT	7.575423333	5.898175667	0.361057721	0.08357643	0.155162132	-
AGTPBP1	3.566547333	3.238796	0.13907052	0.741865611	0.833564247	-
AGTR1	0.0001	0.0001	0	1	1	-
AGTR2	0.0001	0.0001	0	1	1	-
AGTRAP	34.319049	40.40152733	-0.235400258	0.816491807	0.886565634	-
AGXT	0.227212	0.148601333	0.612591971	0.610506676	0.728543325	-
AGXT2	0.009526667	0.037889	-1.991735648	0.407523995	0.547323731	-
AHCTF1	21.281788	18.874768	0.173160453	0.364742544	0.503889003	-
AHCY	231.748164	298.092387	-0.363201621	8.01E-13	8.03E-12	-
AHCYL1	131.062579	127.3940427	0.040958012	0.441500704	0.580548801	-
AHCYL2	4.575939	4.111939667	0.154248724	0.645650501	0.758031043	-
AHDC1	5.151171	1.973684667	1.384008923	1.45E-22	3.45E-21	up
AHI1	7.361756667	4.611293	0.674878727	2.03E-06	9.60E-06	-
AHNAK	38.863149	34.35673567	0.177809836	0.398016734	0.538774607	-
AHNAK2	35.013429	28.471873	0.298370955	0.023530144	0.052038606	-
AHR	6.046392333	4.776417333	0.340145699	0.051130789	0.101817614	-
AHRR	13.953309	9.312706667	0.583334853	7.87E-08	4.50E-07	-
AHSA1	69.97814567	92.318484	-0.399715098	4.34E-09	2.90E-08	-
AHSA2	4.650248667	3.951865	0.234774201	0.27406883	0.404191538	-
AHSG	0.034363333	0.010408667	1.723084715	0.5667797	0.69135864	-
AHSP	0.748748333	0.826876333	-0.143190691	0.753807201	0.841665889	-
AICDA	0.0001	0.0001	0	1	1	-
AIDA	76.67297867	77.14211767	-0.008800522	0.093817179	0.170613356	-
AIF1	111.7412567	59.43405033	0.910800344	9.08E-19	1.62E-17	-
AIF1L	75.98783133	45.433201	0.74202145	3.40E-09	2.30E-08	-
AIFM1	28.978343	30.96374233	-0.095604746	0.045176119	0.091569315	-
AIFM2	68.58355733	58.60572533	0.226821125	0.144279537	0.24353649	-
AIFM3	2.568847667	1.313001333	0.968252959	0.000758329	0.002367525	-
AIG1	12.906758	26.44262167	-1.03473856	1.18E-23	3.04E-22	down
AIMP1	138.7519277	137.351247	0.014637806	0.347652694	0.486094654	-
AIMP2	18.92717867	29.22200867	-0.626595974	2.09E-07	1.13E-06	-
AIP	108.526189	113.984375	-0.070792844	0.026253864	0.057309898	-
AIPL1	0.472275	0.265618	0.830274252	0.136478447	0.232929906	-
AIRE	7.407077667	4.508167	0.716363505	0.000192516	0.000674373	-
AJAP1	0.0001	0.0001	0	1	1	-
AJUBA	59.796904	47.13315567	0.343328514	0.001971514	0.005645822	-
AK1	10.52803733	10.54767167	-0.002688058	0.536497545	0.666575846	-
AK2	73.636355	74.28189067	-0.012592321	0.416963135	0.556974967	-
AK3	9.648491667	12.652377	-0.391033118	7.56E-07	3.79E-06	-
AK4	37.055847	46.272395	-0.320450571	1.51E-07	8.30E-07	-
AK5	0.061077333	0.014938	2.031650071	0.247374106	0.373326418	-
AK6	20.44049067	19.376385	0.077130392	0.649165956	0.760703889	-
AK7	2.986900333	2.017707333	0.565932171	0.019820275	0.044749014	-
AK8	3.566365667	4.098529667	-0.200651808	0.138908217	0.236171219	-
AK9	0.082790333	0.062555333	0.404329437	0.737750306	0.830600927	-
AKAIN1	0.0001	0.003152333	-4.978348191	0.709036939	1	-
AKAP1	19.17231167	17.80135367	0.107037346	0.881021698	0.928842317	-
AKAP10	12.46197467	15.64321933	-0.328004757	0.000376414	0.001244578	-
AKAP11	7.943664667	7.130588667	0.155783539	0.532656529	0.662701754	-
AKAP12	8.612573	4.306485	0.9999335	1.32E-18	2.32E-17	-
AKAP13	2.814259	1.967048333	0.516722701	0.15660445	0.260482848	-
AKAP14	1.883699	1.663631333	0.17923269	0.738447823	0.831088364	-
AKAP17A	53.88881967	41.154737	0.38892749	0.001896953	0.005449029	-
AKAP17B	0.693373667	0.247861667	1.484097879	2.14E-05	8.79E-05	-
AKAP2	2.645217	3.407279	-0.365234007	0.000746737	0.002333628	-
AKAP3	1.016671333	1.105910667	-0.121381488	0.585637	0.707379929	-
AKAP4	0.0001	0.0001	0	1	1	-
AKAP5	0.337942333	0.384956667	-0.18791897	0.617561457	0.734727864	-
AKAP6	0.287942	0.228688333	0.332395472	0.369004159	0.508322056	-
AKAP7	3.842942667	5.051020667	-0.394363492	0.000558375	0.001784832	-
AKAP8	11.90429333	14.29474933	-0.26400334	0.000444805	0.001454789	-
AKAP8L	13.94742767	8.764667	0.670227885	2.24E-16	3.13E-15	-
AKAP9	5.848804667	3.842834	0.605971151	0.000207421	0.000722728	-
AKIP1	8.665431	14.037108	-0.695902322	4.49E-06	2.03E-05	-
AKIRIN1	72.250969	56.082761	0.36545956	0.005663583	0.014667524	-
AKIRIN2	90.52625	59.12989333	0.614448518	3.25E-10	2.48E-09	-
AKNA	1.230441	0.978588	0.330401985	0.173014059	0.281480566	-
AKNAD1	2.020682667	4.921423333	-1.284232845	2.57E-17	3.97E-16	-
AKR1A1	66.99173867	104.434616	-0.640544888	7.20E-13	7.25E-12	-
AKR1B1	104.588941	100.1361417	0.062767539	0.782794063	0.863045757	-
AKR1C1	0.799974333	0.238655	1.745027151	0.006010485	0.015490061	-
AKR1CL1	24.61007367	84.68521633	-1.782861161	1.41E-67	3.83E-65	down
AKR1D1	1.271119333	0.958140333	0.407790598	0.219623359	0.339811441	-
AKR1E2	10.08360933	11.35264467	-0.171016291	0.374478078	0.514151054	-
AKR7A2	53.44465233	68.63990033	-0.361001859	1.03E-07	5.79E-07	-
AKT1	96.669538	139.476969	-0.528893666	1.10E-14	1.32E-13	-
AKT1S1	45.86741267	65.40273133	-0.511881358	3.46E-11	2.94E-10	-
AKT2	29.10592567	25.93508967	0.166407543	0.339612919	0.477362361	-
AKT3	25.28017933	18.29831633	0.466295789	0.000136206	0.000490387	-
AKTIP	54.15509933	54.06605667	0.002374054	0.250124384	0.376164782	-
ALAD	16.557692	28.447824	-0.780816716	7.38E-13	7.42E-12	-
ALAS1	35.90493533	34.99359633	0.037091224	0.458059062	0.596222254	-
ALAS2	0.0001	0.0001	0	1	1	-
ALB	0.024029333	0.008419333	1.513018717	0.564343292	0.689225879	-
ALCAM	2.317418	2.531247333	-0.127330192	0.149446805	0.250835017	-
ALDH16A1	20.07689533	27.62506033	-0.460441425	2.86E-08	1.73E-07	-
ALDH18A1	106.131691	135.2738443	-0.350027406	2.73E-11	2.34E-10	-
ALDH1A1	4213.139567	4970.812012	-0.238585835	2.51E-06	1.17E-05	-
ALDH1A2	0.022406333	0.002610667	3.10141641	0.313037173	0.448053431	-
ALDH1A3	0.017974667	0.00944	0.929106252	0.705699668	0.805803124	-
ALDH1B1	0.0001	0.556298	-12.4416422	4.15E-10	3.12E-09	-
ALDH1L1	2.081571	2.188846	-0.072497687	0.504037043	0.637552184	-
ALDH1L2	11.43198267	14.61020633	-0.353900919	2.07E-05	8.51E-05	-
ALDH2	83.10755667	83.70444	-0.010324489	0.109335002	0.194086707	-
ALDH3A1	9.447335667	4.410401	1.098997685	3.60E-16	4.92E-15	up
ALDH3A2	99.51165	92.46842167	0.105904671	0.569115737	0.69349709	-
ALDH3B1	70.72085067	102.5027513	-0.535455101	4.45E-16	6.05E-15	-
ALDH4A1	48.21798467	48.63393267	-0.012391903	0.199514734	0.314957951	-
ALDH5A1	14.79139367	20.575844	-0.476193618	2.43E-07	1.31E-06	-
ALDH6A1	4.087223667	5.225804	-0.354531821	0.003743217	0.010106686	-
ALDH7A1	13.308543	23.85338867	-0.841841598	7.90E-28	2.90E-26	-
ALDH8A1	0.0001	0.0001	0	1	1	-
ALDH9A1	133.1589307	186.9764557	-0.489707425	9.17E-19	1.64E-17	-
ALDOA	1522.701701	1345.207031	0.178805119	0.361030775	0.499906948	-
ALDOB	0.0001	0.0001	0	1	1	-
ALDOC	81.49955	58.82045	0.470474272	1.93E-05	7.96E-05	-
ALG1	3.479223	2.494106	0.48024237	0.122139046	0.212579214	-
ALG10	6.950456	8.348971667	-0.264490881	0.000782878	0.002436176	-
ALG11	8.397836	6.328441333	0.4081674	0.000970145	0.002961308	-
ALG12	24.75127867	22.88492033	0.113105788	0.791089718	0.869070975	-
ALG13	12.30679367	5.317554	1.210620256	4.91E-16	6.65E-15	up
ALG14	6.098925667	6.256718333	-0.036851025	0.000748339	0.002338252	-
ALG2	20.38435	25.960809	-0.348873388	1.18E-06	5.73E-06	-
ALG3	28.08452233	31.38725867	-0.160403765	0.02724522	0.059209129	-
ALG5	46.30410167	65.52400467	-0.500883539	1.36E-11	1.20E-10	-
ALG6	10.06746567	11.29256933	-0.165673219	0.031754959	0.067529399	-
ALG8	13.73482133	14.44312967	-0.072545249	0.117017452	0.205141574	-
ALG9	10.52320967	15.96140733	-0.601013055	1.04E-07	5.83E-07	-
ALK	5.003844333	2.566758667	0.963089252	2.65E-14	3.05E-13	-
ALKAL1	0.0001	0.048663667	-8.926701217	0.282801676	0.414278121	-
ALKAL2	0.758956667	0.406224667	0.901739671	0.028008215	0.060721682	-
ALKBH1	4.821785	3.008896667	0.680332762	7.41E-06	3.26E-05	-
ALKBH2	0.700795	0.871567333	-0.314619643	0.312924922	0.447960133	-
ALKBH3	4.085922667	5.530976667	-0.436872357	1.69E-05	7.04E-05	-
ALKBH4	5.72776	7.632752333	-0.414232336	0.00022474	0.000775268	-
ALKBH5	86.39395867	60.964091	0.502970713	1.41E-08	8.84E-08	-
ALKBH6	22.507003	33.37016167	-0.568184713	7.33E-08	4.21E-07	-
ALKBH7	80.83497133	62.98638133	0.359939647	0.044100086	0.089684309	-
ALKBH8	10.20867967	10.95957667	-0.102395784	0.054348047	0.10735939	-
ALLC	0.0001	0.0001	0	1	1	-
ALMS1	2.299597333	2.022978	0.184900632	0.096615362	0.175049821	-
ALOX12	2.461053333	1.235243333	0.994480653	0.00057881	0.001844883	-
ALOX12B	2.021484	1.33982	0.593375592	0.053046107	0.105128591	-
ALOX15	0.611847667	0.266161667	1.200869701	0.01358334	0.032063353	-
ALOX5	1.030909667	1.117364333	-0.116181753	0.482821426	0.618347968	-
ALOX5AP	2.438591	2.035650333	0.260558041	0.608755017	0.726999921	-
ALOXE3	2.897542667	0.915815	1.661701805	6.60E-11	5.43E-10	-
ALPK1	2.775944667	1.690274333	0.715721394	0.002259983	0.006382607	-
ALPK2	0.117141333	0.077552	0.595014328	0.382171447	0.52189063	-
ALPK3	0.601677667	0.172508667	1.802321964	3.05E-06	1.41E-05	-
ALPL	1.71312	0.205603	3.058692992	1.77E-13	1.88E-12	-
ALS2	4.365603667	3.705788333	0.23640068	0.350299825	0.488881816	-
ALS2CL	24.479838	31.032372	-0.342179965	0.000150731	0.000538205	-
ALS2CR12	0.115648667	0.046899667	1.302099059	0.473112127	0.61038968	-
ALX1	1.117763	1.923739333	-0.783299002	7.66E-06	3.35E-05	-
ALX3	0.363842333	0.421721667	-0.212977733	0.551990355	0.679018767	-
ALX4	0.008911333	0.008138333	0.130907935	0.979765228	0.98817523	-
ALYREF	42.83810433	99.06864967	-1.209533948	3.12E-51	4.46E-49	down
AMACR	0.0001	0.0001	0	1	1	-
AMBN	0.0001	0.0001	0	1	1	-
AMBP	0.241234333	0.105432	1.194122441	0.121431438	0.211593503	-
AMBRA1	10.71012167	7.659134	0.483721685	8.60E-05	0.000320793	-
AMCF-II	0.0001	0.0001	0	1	1	-
AMD1	41.20292133	54.756546	-0.410284816	1.38E-10	1.10E-09	-
AMDHD1	3.086171667	3.347614333	-0.117315016	0.222556651	0.343470558	-
AMDHD2	88.47477233	128.085401	-0.533767999	3.82E-13	3.96E-12	-
AMELX	0.0001	0.0001	0	1	1	-
AMELY	0.0001	0.0001	0	1	1	-
AMER1	0.191054333	0.394721	-1.046850296	0.000256278	0.000874083	-
AMER2	0.000317667	0.0001	1.667513713	0.790861922	1	-
AMER3	0.0001	0.0001	0	1	1	-
AMFR	40.117223	24.86429233	0.690146372	8.07E-14	8.89E-13	-
AMH	0.340291667	0.284926333	0.256182858	0.795434762	0.872082749	-
AMHR2	0.191487	0.069553667	1.461047975	0.123261643	0.214331358	-
AMIGO1	2.672111333	2.479838667	0.107733854	0.911579295	0.947935436	-
AMIGO2	105.05793	104.4635163	0.008185892	0.176327214	0.285450958	-
AMMECR1	2.076149667	1.934124333	0.102229909	0.959415066	0.976438591	-
AMMECR1L	16.05080533	15.25067267	0.073772807	0.799546298	0.875023872	-
AMN	0.013194333	0.0001	7.043774648	0.625741597	1	-
AMN1	9.761671333	11.82896467	-0.277123724	0.001807045	0.005215634	-
AMOT	1.419374667	0.580511667	1.289858495	0.025997798	0.056842188	-
AMOTL1	3.137126667	4.202153667	-0.421685139	7.69E-06	3.37E-05	-
AMOTL2	20.246386	29.88074867	-0.561551887	6.85E-17	1.01E-15	-
AMPD1	2.407204667	0.117211333	4.360174831	1.74E-21	3.82E-20	-
AMPD2	68.749466	61.551473	0.159555125	0.508575855	0.641023798	-
AMPD3	19.23660667	13.52480867	0.508246146	6.22E-07	3.15E-06	-
AMPH	0.0001	0.164968667	-10.68797632	0.000130046	0.00046981	-
AMT	1.665424	1.532285	0.120204861	0.871524601	0.923302485	-
AMTN	0.0001	0.0001	0	1	1	-
AMY2	0.492107	0.430729333	0.192190462	0.944468097	0.96826572	-
AMZ1	0.060582667	0.115583667	-0.931960555	0.492047596	0.627125945	-
AMZ2	41.27757533	56.86983233	-0.462305322	6.33E-11	5.23E-10	-
ANAPC1	5.972750333	9.614538667	-0.686822218	0.005342577	0.013911896	-
ANAPC10	22.990746	21.510172	0.096034218	0.134233586	0.229762205	-
ANAPC11	144.5453693	141.7235057	0.028443334	0.420914658	0.561111459	-
ANAPC13	31.622907	40.52875133	-0.357975731	0.000299421	0.001009471	-
ANAPC15	33.67139167	34.95095133	-0.053808375	0.663554374	0.773433293	-
ANAPC16	81.57886	84.53728967	-0.051392512	0.086569264	0.159659523	-
ANAPC2	11.214175	20.97327433	-0.903228623	2.59E-16	3.59E-15	-
ANAPC4	7.305764667	11.74628467	-0.685097319	4.89E-13	5.03E-12	-
ANAPC5	8.714216333	13.484877	-0.629899528	7.14E-11	5.85E-10	-
ANAPC7	19.74034533	17.576606	0.167490712	0.671427315	0.780340858	-
ANG	0.612023	0.353340333	0.79252743	0.440467092	0.579505882	-
ANGEL1	2.980462	1.500550333	0.990044267	1.18E-10	9.41E-10	-
ANGEL2	9.197840333	7.956958667	0.209078049	0.031087522	0.066369559	-
ANGPT1	0.0001	0.0001	0	1	1	-
ANGPT2	0.004809	0.002835667	0.762048973	0.8715471	0.923302485	-
ANGPT4	0.006848667	0.004045667	0.759445687	0.81888465	0.888073684	-
ANGPTL1	0.133675333	0.01211	3.464462504	3.35E-05	0.000134157	-
ANGPTL2	25.424223	16.318897	0.639660136	1.25E-07	6.95E-07	-
ANGPTL3	0.262933667	0.159431	0.721766704	0.520765773	0.652242169	-
ANGPTL4	22.460275	18.48750267	0.280825237	0.087259208	0.160682889	-
ANGPTL5	0.0001	0.011928	-6.898208353	0.659806125	1	-
ANGPTL6	2.579185	2.167305	0.251013064	0.449371443	0.587808233	-
ANGPTL7	0.058627333	0.0001	9.195429627	0.187011507	0.299164975	-
ANGPTL8	0.022859667	0.011060333	1.047409501	0.693987273	1	-
ANK1	0.555225667	0.287324667	0.950392409	0.012542458	0.029891785	-
ANK2	9.469552667	12.83123467	-0.438291818	8.37E-09	5.40E-08	-
ANK3	2.377898	1.778607	0.418939063	0.009751381	0.023904383	-
ANKAR	0.018697667	0.003484667	2.42376568	0.30548187	0.439686003	-
ANKDD1A	0.964049667	0.578838333	0.735947007	0.023750691	0.052465405	-
ANKDD1B	0.013907	0.0001	7.119667427	0.413217384	1	-
ANKEF1	0.0001	0.0001	0	1	1	-
ANKFN1	0.00255	0.0001	4.672425342	0.643745421	1	-
ANKFY1	6.730471667	7.894970333	-0.230226234	0.572257153	0.696210846	-
ANKH	6.119901	5.655737333	0.113793196	0.818309738	0.887905481	-
ANKHD1	11.51200433	7.998613	0.525317284	8.19E-05	0.000306219	-
ANKIB1	19.53859133	17.114125	0.191138925	0.265865968	0.394754969	-
ANKLE1	1.226166	1.675590333	-0.45051516	0.014833193	0.034669676	-
ANKLE2	17.71545033	14.07153567	0.332228357	0.00728595	0.018413178	-
ANKMY1	1.106692667	2.929338333	-1.404320196	1.28E-12	1.26E-11	-
ANKMY2	56.76222233	37.158197	0.611250574	0.161099321	0.266445875	-
ANKRA2	19.14454667	14.49574733	0.401303784	0.008300848	0.020684204	-
ANKRD1	17.54947233	25.16566867	-0.520029278	1.29E-09	9.15E-09	-
ANKRD10	20.30787533	9.435421	1.105880513	1.98E-22	4.66E-21	up
ANKRD11	16.50550567	15.81985367	0.061211083	0.749574042	0.839105027	-
ANKRD12	6.919162	5.097836333	0.440712263	0.002039562	0.005823169	-
ANKRD13A	13.440952	18.87818633	-0.490084843	6.39E-11	5.27E-10	-
ANKRD13B	7.524559333	10.93572567	-0.539369957	0.000132258	0.000476895	-
ANKRD13C	18.57988433	20.55222933	-0.145553373	0.005173534	0.013525371	-
ANKRD13D	16.945053	15.57122067	0.121982104	0.846731496	0.906090287	-
ANKRD16	6.267015333	6.546516333	-0.062948871	0.455831651	0.59393742	-
ANKRD17	10.03074133	7.936755333	0.337806997	0.090071504	0.164765342	-
ANKRD22	30.558753	32.725318	-0.098821538	0.02933658	0.063191333	-
ANKRD23	2.285814	1.103611333	1.050475837	0.009930446	0.024296407	-
ANKRD24	5.366361	2.618761	1.03505971	2.04E-10	1.59E-09	up
ANKRD27	24.17455233	20.01287967	0.272560401	0.033267657	0.070304756	-
ANKRD28	7.728890667	9.856384	-0.350797106	0.000786201	0.002444916	-
ANKRD29	16.92709233	25.709578	-0.602971756	2.88E-08	1.74E-07	-
ANKRD31	0.548689667	0.363079333	0.595705593	0.090824684	0.165868547	-
ANKRD33	1.413433333	0.728465333	0.956271615	0.020694008	0.046435276	-
ANKRD33B	6.832272667	7.820033333	-0.194809205	0.005949229	0.015340501	-
ANKRD34A	0.105142667	0.036921667	1.509808647	0.16332205	0.269349785	-
ANKRD34B	0.0001	0.0001	0	1	1	-
ANKRD34C	0.0257	0.006134667	2.066711499	0.327673025	0.464116083	-
ANKRD35	7.386394667	2.451301333	1.591322507	2.86E-25	8.51E-24	up
ANKRD37	20.319013	32.46460533	-0.676037346	0.009397597	0.023117506	-
ANKRD39	50.80398433	69.00649633	-0.441790539	5.21E-08	3.05E-07	-
ANKRD40	17.45949933	24.82261767	-0.507643074	5.28E-11	4.41E-10	-
ANKRD42	4.755165333	4.909927667	-0.046206268	0.293877228	0.426986721	-
ANKRD44	0.558900667	0.33896	0.721476862	0.002831926	0.007831717	-
ANKRD46	24.24162433	13.605319	0.833315588	2.10E-10	1.63E-09	-
ANKRD49	16.47046933	19.00595733	-0.20657003	0.003594322	0.00973228	-
ANKRD50	10.14796767	6.309778667	0.685529523	2.06E-08	1.27E-07	-
ANKRD52	8.442707	6.047481	0.481371315	0.596365173	0.71667752	-
ANKRD53	0.197845	0.027596333	2.841822109	0.008074043	0.020174508	-
ANKRD54	15.18155833	12.67897533	0.259881729	0.168649638	0.275748697	-
ANKRD55	0.531452	0.596534	-0.166664973	0.579023176	0.70215367	-
ANKRD6	0.006082	0.002025333	1.586386447	0.688565484	1	-
ANKRD60	0.067017	0.012263	2.450215145	0.551485059	0.678572598	-
ANKRD61	0.322047667	0.044645333	2.850692952	0.00797786	0.019965627	-
ANKRD63	0.246241	0.145860667	0.755480103	0.169271811	0.276550418	-
ANKRD65	2.515952	1.686654333	0.576940064	0.002246193	0.006350257	-
ANKRD66	0.319994	0.071645333	2.159100213	0.043758757	0.089094871	-
ANKRD7	0.0001	0.0001	0	1	1	-
ANKRD9	8.051035667	12.357982	-0.618196892	1.36E-11	1.20E-10	-
ANKS1A	10.331002	9.754574667	0.082829315	0.951990407	0.972164023	-
ANKS1B	0.040275333	0.015499	1.377721394	0.322647993	0.45849978	-
ANKS3	12.84543233	9.291612667	0.467254527	0.001127759	0.003406903	-
ANKS4B	0.331992	0.511333667	-0.62311654	0.011606642	0.027923716	-
ANKS6	1.722339667	1.984261	-0.204232115	0.091138811	0.166330514	-
ANKUB1	0.212395667	0.666835333	-1.650576218	0.001125173	0.00340017	-
ANKZF1	30.50087933	18.57448733	0.715528444	6.12E-11	5.07E-10	-
ANLN	21.975001	25.75733	-0.229119821	0.018343987	0.041782673	-
ANO1	11.48865133	4.988848	1.203430829	0.006025058	0.015522183	up
ANO10	8.767687667	8.561681667	0.03430221	0.857449324	0.913502428	-
ANO2	0.0001	0.008868667	-6.470645318	0.497939702	1	-
ANO3	0.470803333	0.476212667	-0.01648146	0.733654251	0.827120865	-
ANO4	0.0001	0.003958667	-5.306942687	0.659806125	1	-
ANO5	0.012144	0.024247667	-0.997602229	0.544387109	0.672570983	-
ANO6	18.926695	23.57177933	-0.316638158	8.68E-06	3.77E-05	-
ANO7	0.284247333	0.165304333	0.78202227	0.23713621	0.360822363	-
ANO8	12.902617	13.193603	-0.032174887	0.300467777	0.434044482	-
ANO9	2.837526667	1.815843333	0.643994215	0.017636245	0.040334725	-
ANOS1	0.114940333	0.087162	0.399113932	0.691890295	0.795441914	-
ANP32A	22.0486	24.41358567	-0.146997149	0.007028065	0.017832472	-
ANP32B	112.8038763	145.6747943	-0.368934629	8.70E-08	4.94E-07	-
ANP32E	62.01620767	73.715408	-0.249320896	4.06E-06	1.85E-05	-
ANPEP	44.64064267	3.524276	3.66295898	4.97E-271	4.73E-267	up
ANTXR1	0.788317	1.401217	-0.829832605	7.23E-06	3.18E-05	-
ANTXR2	29.66050767	25.782501	0.202151074	0.165178922	0.271752876	-
ANTXRL	0.215427	0.036941	2.543904252	0.022451701	0.049926183	-
ANXA1	1675.324829	3097.384033	-0.886609421	6.29E-38	4.84E-36	-
ANXA10	0.010812333	0.0001	6.756534084	0.643745421	1	-
ANXA11	89.19642367	104.5230863	-0.228763858	2.56E-05	0.000104124	-
ANXA13	569.17511	628.2160643	-0.142388261	0.000580872	0.001850837	-
ANXA2	1421.261109	2949.438965	-1.053268929	4.62E-71	1.44E-68	down
ANXA2R	0.027146333	0.030047	-0.146463609	0.870743496	1	-
ANXA3	8.08606	7.499918	0.108562087	0.926499323	0.957225066	-
ANXA4	135.96491	182.1460267	-0.421861158	6.70E-11	5.51E-10	-
ANXA5	337.4371337	454.8676657	-0.430828139	2.18E-17	3.40E-16	-
ANXA6	83.52771233	131.2685523	-0.652194504	5.84E-28	2.15E-26	-
ANXA7	107.0252557	153.7323407	-0.522469415	1.83E-16	2.57E-15	-
ANXA8	897.67511	1908.840007	-1.088430887	2.13E-60	4.71E-58	down
ANXA9	1.406276333	1.254760333	0.164468285	0.753492678	0.841572082	-
AOAH	0.0001	0.002348333	-4.553565301	0.709036939	1	-
AOC1	0.137621333	0.172195	-0.323339126	0.619181728	0.735876324	-
AOC2	1.062808	0.291039667	1.868593292	6.21E-07	3.15E-06	-
AOX1	4.546138333	3.80182	0.257951356	0.263459519	0.392191441	-
AOX2	0.188601	0.404629	-1.101262397	0.003817979	0.010293942	-
AOX4	0.0001	0.0001	0	1	1	-
AP1AR	18.482745	15.74524467	0.231262861	0.257568833	0.385290589	-
AP1B1	50.420143	82.82050567	-0.715987801	0.001696205	0.004921087	-
AP1G1	31.65933733	28.07960267	0.173108537	0.334939646	0.47202015	-
AP1G2	5.910358	10.80318533	-0.870139331	6.29E-10	4.63E-09	-
